,index,order_id,cust_id,gender,age,date,status,retail_supplier,sku,category,size,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b
158,159,408-7372776-3077164,7372776,M,49,2022-04-12,Delivered,Myntra,JNE3905-DR-M,western dress,M,1,INR,625,MUMBAI,MAHARASHTRA,400078,IN,False
159,160,405-7757271-3277914,7757271,W,32,2022-04-12,Delivered,Myntra,JNE3693-KR-S,kurta,S,1,INR,319,HARIDWAR,UTTARAKHAND,249405,IN,False
160,161,407-6304030-7294757,6304030,W,34,2022-04-12,Delivered,Myntra,SAR002,saree,Free,1,INR,729,MAHNAR BAZAR,BIHAR,844506,IN,False
161,162,407-6304030-7294757,6304030,W,28,2022-04-12,Delivered,Flipkart,SAR029,saree,Free,1,INR,365,LALITPUR,UTTAR PRADESH,284403,IN,False
162,163,408-7790665-4334734,7790665,W,36,2022-04-12,Delivered,Ajio,BL113-XXL,blouse,XXL,1,INR,563,BELAGAVI,KARNATAKA,590019,IN,False
163,164,407-5595686-6100341,5595686,W,73,2022-04-12,Delivered,Others,JNE3405-KR-L,kurta,L,1,INR,399,NEW DELHI,DELHI,110067,IN,False
164,165,405-8251665-3225166,8251665,W,56,2022-04-12,Delivered,Flipkart,SET359-KR-NP-S,set,S,1,INR,899,HYDERABAD,TELANGANA,500049,IN,False
165,166,171-7054852-3448331,7054852,M,73,2022-04-12,Delivered,Meesho,NW020-ST-SR-XS,set,XS,1,INR,525,BENGALURU,KARNATAKA,560025,IN,False
166,167,403-1132538-4037168,1132538,W,18,2022-04-12,Delivered,Amazon,JNE3475-KR-K-XL,kurta,XL,1,INR,323,CHENNAI,TAMIL NADU,600014,IN,False
167,168,402-2642921-6231538,2642921,W,48,2022-04-12,Delivered,Ajio,J0012-SKD-L,set,L,1,INR,1137,AHMEDABAD,GUJARAT,380002,IN,False
168,169,406-6293095-0239521,6293095,W,28,2022-04-12,Delivered,Amazon,JNE3313-KR-XXL,kurta,XXL,1,INR,582,SECUNDERABAD,TELANGANA,500056,IN,False
169,170,402-2438137-5393935,2438137,M,74,2022-04-12,Delivered,Others,J0108-SKD-XL,set,XL,1,INR,1083,MOHALI,PUNJAB,140307,IN,False
170,171,407-6539984-2399543,6539984,M,40,2022-04-12,Delivered,Flipkart,SET375-KR-NP-S,set,S,1,INR,696,PUNE,MAHARASHTRA,411028,IN,False
171,172,403-4740407-5307521,4740407,M,71,2022-04-12,Delivered,Myntra,J0341-DR-XXL,western dress,XXL,1,INR,842,HYDERABAD,TELANGANA,500089,IN,False
172,173,408-9159866-0466729,9159866,M,22,2022-04-12,Delivered,Myntra,SET355-KR-PP-XXL,set,XXL,1,INR,1229,KANPUR,UTTAR PRADESH,208011,IN,False
173,174,403-1619866-3571523,1619866,W,18,2022-04-12,Cancelled,Myntra,SET268-KR-NP-XL,set,XL,1,INR,698,Hyderabad,TELANGANA,500034,IN,False
174,175,406-6502399-8558757,6502399,W,48,2022-04-12,Delivered,Myntra,JNE3568-KR-XL,kurta,XL,1,INR,435,MEERUT,UTTAR PRADESH,250001,IN,False
175,176,408-7238770-6140358,7238770,M,24,2022-04-12,Delivered,Nalli,J0285-SKD-L,set,L,1,INR,1442,COIMBATORE,TAMIL NADU,641018,IN,False
176,177,407-1376871-0295557,1376871,M,41,2022-04-12,Delivered,Others,J0005-DR-XL,western dress,XL,1,INR,899,HYDERABAD,TELANGANA,500028,IN,False
177,178,408-8257154-7073948,8257154,M,53,2022-04-12,Delivered,Myntra,SET374-KR-NP-L,set,L,1,INR,597,UDAIPUR,RAJASTHAN,313001,IN,False
178,179,404-4145340-2637920,4145340,M,29,2022-04-12,Delivered,Flipkart,J0164-DR-S,ethnic dress,S,1,INR,362,Kolkata,WEST BENGAL,700033,IN,False
179,180,405-9073647-9045956,9073647,W,37,2022-04-12,Delivered,Amazon,JNE3515-KR-XXXL,kurta,3XL,1,INR,453,HYDERABAD,TELANGANA,500020,IN,False
180,181,408-8882909-7090727,8882909,W,73,2022-04-12,Delivered,Myntra,SET350-KR-NP-XXL,set,XXL,1,INR,1299,Mumbai,MAHARASHTRA,400060,IN,False
181,182,405-9353236-5655530,9353236,M,42,2022-04-12,Delivered,Others,J0230-SKD-XL,set,XL,1,INR,969,DIBRUGARH,ASSAM,786001,IN,False
182,183,404-8519920-6090711,8519920,W,33,2022-04-12,Delivered,Flipkart,J0373-KR-XXXL,kurta,3XL,1,INR,558,NUZVID,ANDHRA PRADESH,521201,IN,False
183,184,408-9860710-2994745,9860710,W,29,2022-04-12,Delivered,Myntra,JNE3806-KR-XXXL,kurta,3XL,1,INR,545,KOLHAPUR,MAHARASHTRA,416003,IN,False
184,185,407-9474390-3484334,9474390,W,39,2022-04-12,Delivered,Flipkart,JNE3463-KR-L,kurta,L,1,INR,561,CHENNAI,TAMIL NADU,600087,IN,False
185,186,407-5085571-9113956,5085571,M,42,2022-04-12,Delivered,Myntra,JNE3797-KR-XXXL,western dress,3XL,1,INR,735,HYDERABAD,TELANGANA,500013,IN,False
186,187,405-9457709-1221161,9457709,W,59,2022-04-12,Delivered,Myntra,J0104-KR-XS,kurta,XS,1,INR,446,KOZHIKODE,KERALA,673580,IN,False
187,188,171-2746120-7458740,2746120,M,46,2022-04-12,Delivered,Amazon,SET348-KR-NP-XXXL,set,3XL,1,INR,882,JAIPUR,RAJASTHAN,302021,IN,False
188,189,403-1878389-1237106,1878389,W,48,2022-04-12,Delivered,Flipkart,J0230-SKD-XXL,set,XXL,1,INR,1163,MUMBAI,MAHARASHTRA,400074,IN,False
189,190,403-0476685-3465137,476685,M,33,2022-04-12,Delivered,Others,J0002-SKD-XXL,set,XXL,1,INR,1125,KOLKATA,WEST BENGAL,700021,IN,False
190,191,403-0476685-3465137,476685,W,22,2022-04-12,Delivered,Amazon,JNE3708-TU-L,top,L,1,INR,690,NEW DELHI,DELHI,110025,IN,False
191,192,171-1845045-0161128,1845045,W,23,2022-04-12,Delivered,Flipkart,NW003-TP-PJ-XL,set,XL,1,INR,495,AURANGABAD,MAHARASHTRA,431001,IN,False
192,193,404-9933073-6187548,9933073,W,42,2022-04-12,Delivered,Flipkart,JNE3440-KR-N-XXXL,kurta,3XL,1,INR,422,HYDERABAD,TELANGANA,500085,IN,False
193,194,404-5497347-2324338,5497347,W,38,2022-04-12,Delivered,Amazon,JNE3423-KR-L,kurta,L,1,INR,399,CHHAPI,GUJARAT,385210,IN,False
194,195,408-7912532-3769108,7912532,W,39,2022-04-12,Delivered,Myntra,JNE3568-KR-XXL,kurta,XXL,1,INR,399,Adilabad,TELANGANA,504001,IN,False
195,196,171-9766258-8979520,9766258,W,50,2022-04-12,Delivered,Myntra,SET397-KR-NP-XS,set,XS,1,INR,969,HYDERABAD,TELANGANA,500037,IN,False
196,197,406-1473140-7914743,1473140,M,31,2022-04-12,Delivered,Flipkart,J0348-SET-M,set,M,1,INR,499,NOIDA,UTTAR PRADESH,201309,IN,False
197,198,403-0524091-8412339,524091,W,33,2022-04-12,Delivered,Ajio,PJNE3068-KR-4XL,kurta,4XL,1,INR,692,LUCKNOW,UTTAR PRADESH,226001,IN,False
198,199,402-6280655-6962731,6280655,W,23,2022-04-12,Delivered,Myntra,J0301-TP-XXL,top,XXL,1,INR,464,NOIDA,UTTAR PRADESH,201301,IN,False
199,200,405-1920070-1571501,1920070,M,57,2022-04-12,Delivered,Meesho,SET332-KR-PP-S,set,S,1,INR,525,TUNI,ANDHRA PRADESH,533401,IN,False
200,201,406-2265901-9858750,2265901,W,35,2022-04-12,Delivered,Meesho,SET268-KR-NP-L,set,L,1,INR,788,Solapur,MAHARASHTRA,413004,IN,False
201,202,406-0476593-3693958,476593,W,29,2022-04-12,Returned,Myntra,SET277-KR-NP-M,set,M,1,INR,1268,HYDERABAD,TELANGANA,501505,IN,False
202,203,406-0476593-3693958,476593,W,69,2022-04-12,Delivered,Flipkart,SET219-KR-PP-XXXL,set,3XL,1,INR,635,GWALIOR,MADHYA PRADESH,474001,IN,False
203,204,171-8490583-2352307,8490583,W,49,2022-04-12,Delivered,Meesho,JNE3522-KR-L,kurta,L,1,INR,342,HYDERABAD,TELANGANA,500072,IN,False
204,205,404-5716384-0233143,5716384,W,31,2022-04-12,Delivered,Myntra,SAR002,saree,Free,1,INR,630,Chennai,TAMIL NADU,600063,IN,False
205,206,404-5226206-1753945,5226206,W,38,2022-04-12,Delivered,Amazon,J0297-TP-M,top,M,1,INR,574,SINGTAM,SIKKIM,737134,IN,False
206,207,405-3951365-4622755,3951365,M,46,2022-04-12,Delivered,Flipkart,SET345-KR-NP-S,set,S,1,INR,635,KOTTAYAM,KERALA,686002,IN,False
207,208,403-2485702-8968337,2485702,W,46,2022-04-12,Delivered,Myntra,SET291-KR-PP-S,set,S,1,INR,579,VASCO DA GAMA,GOA,403726,IN,False
208,209,404-5716802-5805922,5716802,M,68,2022-04-12,Delivered,Myntra,JNE3607-KR-XS,kurta,XS,1,INR,417,ITANAGAR,ARUNACHAL PRADESH,791111,IN,False
209,210,408-8120045-5093125,8120045,W,20,2022-04-12,Delivered,Amazon,J0003-SET-XXXL,set,3XL,1,INR,655,ROORKEE,UTTARAKHAND,247667,IN,False
210,211,408-7328394-2683533,7328394,W,57,2022-04-12,Delivered,Ajio,SET339-KR-NP-M,set,M,1,INR,688,GURUGRAM,HARYANA,122001,IN,False
211,212,406-6875530-0340315,6875530,M,21,2022-04-12,Cancelled,Myntra,J0203-TP-XS,top,XS,1,INR,568,HYDERABAD,TELANGANA,500059,IN,False
212,213,171-3453298-1736319,3453298,M,29,2022-04-12,Delivered,Amazon,SAR001,saree,Free,1,INR,1176,BENGALURU,KARNATAKA,560064,IN,False
213,214,406-6898340-9370767,6898340,W,49,2022-04-12,Delivered,Nalli,SET374-KR-NP-XL,set,XL,1,INR,635,AJMER,RAJASTHAN,305005,IN,False
214,215,171-9867216-3827533,9867216,W,68,2022-04-12,Delivered,Others,J0094-KR-XL,kurta,XL,1,INR,568,MUMBAI,MAHARASHTRA,400053,IN,False
215,216,407-5042032-5902761,5042032,W,31,2022-04-12,Delivered,Others,SET401-KR-NP-M,set,M,1,INR,1186,HYDERABAD,TELANGANA,500055,IN,False
216,217,402-0063406-6968362,63406,W,19,2022-04-12,Delivered,Myntra,SET224-KR-NP-XXXL,set,3XL,1,INR,1098,BENGALURU,KARNATAKA,560034,IN,False
217,218,404-8307667-6071518,8307667,M,30,2022-04-12,Delivered,Others,SET293-KR-NP-XL,set,XL,1,INR,692,BENGALURU,KARNATAKA,560027,IN,False
218,219,403-7968627-6588328,7968627,W,26,2022-04-12,Delivered,Others,PJNE3068-KR-4XL,kurta,4XL,1,INR,1043,KALYAN,MAHARASHTRA,421306,IN,False
219,220,408-5521742-2526737,5521742,W,29,2022-04-12,Returned,Amazon,JNE3425-KR-L,kurta,L,1,INR,356,BENGALURU,KARNATAKA,560050,IN,False
220,221,171-5834744-7793919,5834744,W,66,2022-04-12,Delivered,Nalli,SET349-KR-NP-S,set,S,1,INR,1093,GUNTUR,ANDHRA PRADESH,522019,IN,False
221,222,408-7465655-2417933,7465655,W,53,2022-04-12,Delivered,Amazon,SET183-KR-DH-M,set,M,1,INR,759,PARGI,TELANGANA,501501,IN,False
222,223,403-3665568-5477149,3665568,W,41,2022-04-12,Delivered,Ajio,JNE3566-KR-XL,kurta,XL,1,INR,368,THRISSUR,KERALA,680022,IN,False
223,224,405-7420219-7316315,7420219,M,39,2022-04-12,Delivered,Amazon,J0341-DR-XL,western dress,XL,1,INR,744,Kolkata,WEST BENGAL,700051,IN,False
224,225,406-5160745-8578760,5160745,W,36,2022-04-12,Delivered,Myntra,SAR027,saree,Free,1,INR,597,INDORE,MADHYA PRADESH,452001,IN,False
225,226,408-8985896-3094744,8985896,M,29,2022-04-12,Delivered,Amazon,J0137-SET-XXL,set,XXL,1,INR,721,CHENNAI,TAMIL NADU,600092,IN,False
226,227,404-9796800-6627547,9796800,W,47,2022-04-12,Delivered,Amazon,JNE3252-KR-XXXL,kurta,3XL,1,INR,479,Kozikode,KERALA,673012,IN,False
227,228,171-5617430-3197928,5617430,W,20,2022-04-12,Delivered,Amazon,J0354-KR-M,kurta,M,1,INR,635,HYDERABAD,TELANGANA,500084,IN,False
228,229,402-8714035-8722711,8714035,W,44,2022-04-12,Cancelled,Amazon,SET374-KR-NP-XS,set,XS,1,INR,589,THUMBE,KARNATAKA,574143,IN,False
229,230,404-1798937-4461134,1798937,W,38,2022-04-12,Delivered,Others,SET144-KR-NP-S,set,S,1,INR,788,JALANDHAR,PUNJAB,144005,IN,False
230,231,404-2448060-6133124,2448060,W,28,2022-04-12,Delivered,Amazon,MEN5032-KR-XXXL,kurta,3XL,1,INR,811,GURUGRAM,HARYANA,122009,IN,False
231,232,404-2448060-6133124,2448060,W,35,2022-04-12,Delivered,Myntra,MEN5025-KR-S,kurta,S,1,INR,547,PATNA,BIHAR,801505,IN,False
232,233,404-2448060-6133124,2448060,W,21,2022-04-12,Delivered,Myntra,MEN5026-KR-XXL,kurta,XXL,1,INR,495,Gurgaon,HARYANA,122009,IN,False
233,234,403-3863417-2662702,3863417,W,56,2022-04-12,Delivered,Ajio,JNE3672-TU-L,top,L,1,INR,574,Bangalore,KARNATAKA,560068,IN,False
234,235,405-0282991-3215561,282991,W,26,2022-04-12,Delivered,Myntra,J0346-SET-XS,set,XS,1,INR,474,MUMBAI,MAHARASHTRA,400007,IN,False
235,236,405-2276390-9797969,2276390,M,37,2022-04-12,Delivered,Amazon,J0013-SKD-L,set,L,1,INR,1099,MUMBAI,MAHARASHTRA,400076,IN,False
236,237,404-0089951-1037143,89951,M,63,2022-04-12,Delivered,Myntra,SET282-KR-PP-M,set,M,1,INR,1099,KAITHAL,HARYANA,136027,IN,False
237,238,407-2696952-4496353,2696952,W,35,2022-04-12,Returned,Amazon,J0003-SET-XXXL,set,3XL,1,INR,654,vikarabad,TELANGANA,501101,IN,False
238,239,406-9622079-6413136,9622079,W,18,2022-04-12,Delivered,Amazon,MEN5027-KR-XXL,kurta,XXL,1,INR,606,BENGALURU,KARNATAKA,560100,IN,False
239,240,407-8773331-0580350,8773331,W,33,2022-04-12,Delivered,Amazon,SET062-KR-SP-XXXL,set,3XL,1,INR,684,KANNUR,KERALA,670005,IN,False
240,241,402-1035887-0881935,1035887,W,55,2022-04-12,Delivered,Amazon,SET287-KR-NP-M,set,M,1,INR,542,TADONG,SIKKIM,737102,IN,False
241,242,407-8863009-7029160,8863009,W,20,2022-04-12,Returned,Nalli,NW014-ST-SR-M,set,M,1,INR,560,NAGPUR,MAHARASHTRA,440033,IN,False
242,243,407-8863009-7029160,8863009,W,48,2022-04-12,Returned,Amazon,NW037-TP-SR-XL,set,XL,1,INR,449,HYDERABAD,TELANGANA,500084,IN,False
243,244,407-8863009-7029160,8863009,W,48,2022-04-12,Returned,Ajio,PJ0096-KR-N-6XL,kurta,6XL,1,INR,1039,HYDERABAD,TELANGANA,500081,IN,False
244,245,407-5771983-6473156,5771983,W,43,2022-04-12,Delivered,Flipkart,NW035-ST-CP-XXL,set,XXL,1,INR,582,IMPHAL,MANIPUR,795001,IN,False
245,246,171-0442536-7993105,442536,W,42,2022-04-12,Delivered,Flipkart,MEN5011-KR-L,kurta,L,1,INR,499,JABALPUR,MADHYA PRADESH,483053,IN,False
246,247,406-5850336-2669159,5850336,W,35,2022-04-12,Delivered,Amazon,JNE3779-KR-XL,kurta,XL,1,INR,346,HYDERABAD (500034),TELANGANA,500034,IN,False
247,248,404-7926847-6820357,7926847,W,32,2022-04-12,Delivered,Amazon,J0301-TP-XXL,top,XXL,1,INR,487,PUNE,MAHARASHTRA,412307,IN,False
248,249,407-1525291-4033115,1525291,W,75,2022-04-12,Delivered,Myntra,J0391-TP-L,top,L,1,INR,690,NEW DELHI,DELHI,110092,IN,False
249,250,402-4283278-7350709,4283278,W,28,2022-04-12,Delivered,Myntra,SET341-KR-NP-M,set,M,1,INR,857,Chennai,TAMIL NADU,600015,IN,False
250,251,408-4667355-3438769,4667355,W,64,2022-04-12,Delivered,Others,J0340-TP-XS,top,XS,1,INR,659,NEW DELHI,DELHI,110064,IN,False
251,252,407-0085101-4310729,85101,W,29,2022-04-12,Delivered,Amazon,J0095-SET-L,set,L,1,INR,647,NEW DELHI,DELHI,110034,IN,False
252,253,405-4215381-1387550,4215381,W,41,2022-04-12,Delivered,Myntra,JNE3503-KR-S,kurta,S,1,INR,318,JAIPUR,RAJASTHAN,302017,IN,False
253,254,402-8558087-9373934,8558087,W,40,2022-04-12,Delivered,Amazon,J0089-TP-XXL,top,XXL,1,INR,360,Bangalore,KARNATAKA,560064,IN,False
254,255,171-5827792-5989157,5827792,W,18,2022-04-12,Delivered,Flipkart,SET333-KR-DPT-XL,set,XL,1,INR,909,KOLKATA,WEST BENGAL,700016,IN,True
255,256,404-6723060-3710716,6723060,W,31,2022-04-12,Delivered,Myntra,SET171-KR-NP-L,set,L,1,INR,792,THOOTHUKKUDI,TAMIL NADU,628002,IN,False
256,257,407-2944135-5841949,2944135,M,44,2022-04-12,Delivered,Myntra,JNE3797-KR-XXXL,western dress,3XL,1,INR,725,NARASINGAPURAM VELLORE DISTRICT,TAMIL NADU,632406,IN,False
257,258,403-5156440-5557142,5156440,W,32,2022-04-12,Delivered,Amazon,MEN5027-KR-M,kurta,M,1,INR,625,EDATHIRUTHY,KERALA,680687,IN,False
258,259,171-0228693-4451506,228693,W,41,2022-04-12,Delivered,Ajio,SET291-KR-PP-XL,set,XL,1,INR,563,PUNE,MAHARASHTRA,411024,IN,False
259,260,404-2147583-0438768,2147583,W,21,2022-04-12,Delivered,Amazon,J0083-KR-M,kurta,M,1,INR,565,PUNE,MAHARASHTRA,411021,IN,False
260,261,403-6048700-0847561,6048700,W,36,2022-04-12,Delivered,Flipkart,NW015-TP-PJ-XXL,set,XXL,1,INR,501,BHIMAVARAM,ANDHRA PRADESH,534202,IN,False
261,262,402-6722174-1193131,6722174,M,48,2022-04-12,Cancelled,Flipkart,J0339-DR-M,western dress,M,1,INR,744,BENGALURU,KARNATAKA,560062,IN,False
262,263,403-9624470-3476324,9624470,W,48,2022-04-12,Cancelled,Ajio,JNE3431-KR-XS,kurta,XS,1,INR,333,Tiruppur,TAMIL NADU,641687,IN,False
263,264,406-8164407-2451567,8164407,M,21,2022-04-12,Delivered,Myntra,J0341-DR-XL,western dress,XL,1,INR,744,CUTTACK,ODISHA,753001,IN,False
264,265,406-9640916-4101160,9640916,W,46,2022-04-12,Delivered,Myntra,J0013-SKD-XXL,set,XXL,1,INR,1085,Hissar,HARYANA,125005,IN,False
265,266,404-0915050-8994707,915050,M,40,2022-04-12,Returned,Flipkart,JNE3870-DR-XXXL,western dress,3XL,1,INR,721,RANBIRSINGHPORA,JAMMU & KASHMIR,181102,IN,False
266,267,408-9285338-0178748,9285338,W,23,2022-04-12,Delivered,Amazon,SET345-KR-NP-S,set,S,1,INR,666,Jalna,MAHARASHTRA,431203,IN,False
267,268,406-0644445-0198740,644445,W,43,2022-04-12,Delivered,Amazon,J0122-TP-XXXL,top,3XL,1,INR,329,MUMBAI,MAHARASHTRA,400094,IN,False
268,269,406-4997330-6723506,4997330,W,23,2022-04-12,Delivered,Meesho,SET384-KR-NP-M,set,M,1,INR,599,NOIDA,UTTAR PRADESH,201301,IN,False
269,270,406-3048145-0469117,3048145,W,72,2022-04-12,Delivered,Amazon,MEN5011-KR-XL,kurta,XL,1,INR,698,BETTIAH,BIHAR,845438,IN,False
270,271,407-7168499-5342708,7168499,W,35,2022-04-12,Delivered,Myntra,J0160-TP-L,top,L,1,INR,352,GHAZIABAD,UTTAR PRADESH,201014,IN,False
271,272,406-3180908-1826707,3180908,W,28,2022-04-12,Delivered,Amazon,SAR022,saree,Free,1,INR,627,CHENNAI,TAMIL NADU,600064,IN,False
272,273,406-2286700-9196347,2286700,M,65,2022-04-12,Delivered,Nalli,SAR022,saree,Free,1,INR,399,BENGALURU,KARNATAKA,560086,IN,False
273,274,402-3305763-7175509,3305763,M,36,2022-04-12,Delivered,Myntra,BL104-XL,blouse,XL,1,INR,1149,PATNA,BIHAR,800023,IN,False
274,275,171-5676727-5195556,5676727,M,70,2022-04-12,Delivered,Meesho,BL087-S,blouse,S,1,INR,647,BENGALURU,KARNATAKA,560076,IN,False
275,276,406-8302065-7086738,8302065,W,41,2022-04-12,Delivered,Amazon,SET357-KR-NP-L,set,L,1,INR,725,BENGALURU,KARNATAKA,560078,IN,False
276,277,404-7098912-5234706,7098912,M,23,2022-04-12,Delivered,Ajio,BL103-L,blouse,L,1,INR,665,NAVI MUMBAI,MAHARASHTRA,400706,IN,False
277,278,407-3848348-8301958,3848348,M,23,2022-04-12,Delivered,Amazon,J0005-DR-S,western dress,S,1,INR,1249,NEW DELHI,DELHI,110047,IN,False
278,279,405-9613429-2310750,9613429,W,48,2022-04-12,Delivered,Others,SAR024,saree,Free,1,INR,877,Mavelikkara,KERALA,690558,IN,False
279,280,405-9613429-2310750,9613429,W,22,2022-04-12,Delivered,Amazon,SAR015,saree,Free,1,INR,699,DABRA,MADHYA PRADESH,475110,IN,False
280,281,403-2921633-1318754,2921633,W,22,2022-04-12,Delivered,Flipkart,J0230-SKD-XXL,set,XXL,1,INR,1111,RANCHI,JHARKHAND,834003,IN,False
281,282,402-1713822-0853144,1713822,W,36,2022-04-12,Delivered,Myntra,SET331-KR-NP-XXXL,set,3XL,1,INR,635,NEW DELHI,DELHI,110092,IN,False
282,283,402-9822747-1695509,9822747,M,50,2022-04-12,Returned,Amazon,JNE3797-KR-XL,western dress,XL,1,INR,735,BENGALURU,KARNATAKA,560067,IN,False
283,284,406-6548679-2663552,6548679,W,40,2022-04-12,Delivered,Flipkart,SET299-KR-PP-L,set,L,1,INR,825,BHUBANESWAR,ODISHA,751029,IN,False
284,285,404-2406097-0070722,2406097,W,22,2022-04-12,Delivered,Myntra,JNE3837-KR-XL,kurta,XL,1,INR,533,Bhupalpalle,TELANGANA,506169,IN,False
285,286,404-2406097-0070722,2406097,W,48,2022-04-12,Delivered,Flipkart,SET389-KR-NP-S,set,S,1,INR,680,MUMBAI,MAHARASHTRA,400081,IN,False
286,287,171-9919199-2172366,9919199,W,48,2022-04-12,Delivered,Amazon,JNE3806-KR-XXL,kurta,XXL,1,INR,545,Bhopal,MADHYA PRADESH,462010,IN,False
287,288,407-8024399-9735535,8024399,W,39,2022-04-12,Delivered,Myntra,JNE3716-KR-M,kurta,M,1,INR,432,KOTA,RAJASTHAN,324005,IN,False
288,289,407-7721497-0677130,7721497,W,44,2022-04-12,Delivered,Amazon,SET154-KR-NP-L,set,L,1,INR,832,AHMEDABAD,GUJARAT,380015,IN,False
289,290,404-5590210-3310736,5590210,W,66,2022-04-12,Refunded,Flipkart,JNE3404-KR-S,kurta,S,1,INR,487,NOIDA,UTTAR PRADESH,201301,IN,False
290,291,405-5326871-4946749,5326871,W,27,2022-04-12,Delivered,Ajio,JNE3837-KR-M,kurta,M,1,INR,533,LUCKNOW,UTTAR PRADESH,226012,IN,False
291,292,403-0490720-7265113,490720,W,23,2022-04-12,Delivered,Ajio,J0049-TP-XXL,top,XXL,1,INR,321,INDORE,MADHYA PRADESH,452012,IN,False
292,293,408-0391103-2451522,391103,W,45,2022-04-12,Delivered,Flipkart,JNE3437-KR-L,kurta,L,1,INR,486,SHIVAMOGGA,KARNATAKA,577201,IN,False
293,294,406-8905689-1231505,8905689,W,38,2022-04-12,Delivered,Amazon,JNE3567-KR-M,kurta,M,1,INR,399,MORADABAD,UTTAR PRADESH,244102,IN,False
294,295,406-4720373-1796308,4720373,W,31,2022-04-12,Delivered,Amazon,JNE3522-KR-M,kurta,M,1,INR,342,BENGALURU,KARNATAKA,560023,IN,False
295,296,171-0767351-4049960,767351,W,35,2022-04-12,Delivered,Myntra,SET265-KR-NP-XL,set,XL,1,INR,888,BENGALURU,KARNATAKA,560096,IN,False
296,297,406-8967945-9865112,8967945,W,38,2022-04-12,Delivered,Flipkart,JNE3818-KR-XXL,kurta,XXL,1,INR,461,KARJAT RAIGARH DISTRICT,MAHARASHTRA,410201,IN,False
297,298,406-5675757-8121123,5675757,W,19,2022-04-12,Delivered,Flipkart,J0337-TP-XXL,top,XXL,1,INR,545,Agartala,TRIPURA,799210,IN,False
298,299,404-8218066-2747520,8218066,M,30,2022-04-12,Delivered,Others,JNE3797-KR-XXXL,western dress,3XL,1,INR,725,AMBARNATH East,MAHARASHTRA,421501,IN,False
299,300,406-0529992-7047502,529992,W,39,2022-04-12,Delivered,Flipkart,SET392-KR-NP-XL,set,XL,1,INR,799,GUWAHATI,ASSAM,781017,IN,False
300,301,402-6630432-1486758,6630432,M,66,2022-04-12,Delivered,Ajio,J0005-DR-S,western dress,S,1,INR,899,HOWRAH,WEST BENGAL,711106,IN,False
301,302,402-2194113-9960330,2194113,W,42,2022-04-12,Delivered,Amazon,J0127-SKD-XL,set,XL,1,INR,1186,DHANBAD,JHARKHAND,826001,IN,False
302,303,408-7856161-4027511,7856161,W,57,2022-04-12,Delivered,Amazon,J0113-TP-M,top,M,1,INR,540,GURUGRAM,HARYANA,122004,IN,False
303,304,406-0781206-8987568,781206,W,26,2022-04-12,Delivered,Meesho,JNE3439-KR-XXL,kurta,XXL,1,INR,435,TIRUCHIRAPPALLI,TAMIL NADU,620005,IN,False
304,305,402-7780555-9142724,7780555,W,36,2022-04-12,Refunded,Amazon,J0346-SET-XL,set,XL,1,INR,478,AMBARNATH,MAHARASHTRA,421501,IN,False
305,306,406-6047509-9643544,6047509,W,27,2022-04-12,Delivered,Flipkart,J0003-SET-M,set,M,1,INR,664,LUCKNOW,UTTAR PRADESH,226018,IN,False
306,307,404-6615959-0723530,6615959,M,18,2022-04-12,Delivered,Flipkart,JNE3518-KR-S,kurta,S,1,INR,487,WANAPARTHY,TELANGANA,509103,IN,False
307,308,404-6615959-0723530,6615959,W,24,2022-04-12,Delivered,Flipkart,SET345-KR-NP-M,set,M,1,INR,641,BENGALURU,KARNATAKA,560068,IN,False
308,309,407-4084518-2229124,4084518,M,31,2022-04-12,Delivered,Amazon,JNE3461-KR-L,kurta,L,1,INR,399,HYDERABAD,TELANGANA,500072,IN,False
309,310,171-2902438-9165910,2902438,W,33,2022-04-12,Delivered,Amazon,SET397-KR-NP-XL,set,XL,1,INR,1115,KOLKATA,WEST BENGAL,700084,IN,False
310,311,404-6082959-9813962,6082959,M,40,2022-04-12,Delivered,Myntra,SAR021,saree,Free,1,INR,729,Kolkata,WEST BENGAL,700132,IN,False
311,312,403-0608880-2574737,608880,W,48,2022-04-12,Delivered,Myntra,SET345-KR-NP-S,set,S,1,INR,635,CHENNAI,TAMIL NADU,600062,IN,False
312,313,402-5815426-9929904,5815426,M,28,2022-04-12,Delivered,Myntra,SAR020,saree,Free,1,INR,729,MAKRONIA BUZURG,MADHYA PRADESH,470004,IN,False
313,314,408-4983896-0694703,4983896,W,41,2022-04-12,Delivered,Ajio,SET319-KR-NP-XXL,set,XXL,1,INR,877,KUNNATHUNAD,KERALA,683562,IN,False
314,315,405-0249073-8317935,249073,W,35,2022-04-12,Delivered,Amazon,SET334-KR-NP-M,set,M,1,INR,666,TIRUPATI,ANDHRA PRADESH,517502,IN,False
315,316,171-0296282-8433917,296282,W,27,2022-04-12,Delivered,Flipkart,SAR013,saree,Free,1,INR,1442,SOUTH WEST DELHI,New Delhi,110070,IN,False
316,317,171-1853947-2973900,1853947,W,74,2022-04-12,Delivered,Myntra,SAR019,saree,Free,1,INR,790,KOLKATA,WEST BENGAL,700052,IN,False
317,318,405-4651921-1784303,4651921,W,65,2022-04-12,Delivered,Flipkart,SAR008,saree,Free,1,INR,799,NAVI MUMBAI,MAHARASHTRA,400705,IN,False
